age,income,loan_amount,loan_term_months,credit_history_length,number_of_dependents,employment_status,property_owned,default
42,21124.72492216332,37133.08727128536,39,13,4,salaried,own,0
34,8414.872201108832,27315.02442235674,24,22,5,self-employed,own,0
46,83847.544735794,42159.89026961283,34,27,2,salaried,mortgage,0
48,35540.09822805441,17626.818947129843,30,13,3,self-employed,own,0
43,62390.87889056167,35736.05652589249,53,21,3,self-employed,rent,0
34,12349.119037400045,49695.414793530435,48,9,1,salaried,own,0
44,19714.045088857052,16416.816537824743,50,15,2,self-employed,mortgage,0
22,30859.521514163553,34026.859209314396,35,4,2,unemployed,rent,0
65,28801.87263740274,42371.42834346674,27,22,5,salaried,own,0
46,25680.028142107978,45874.57158418294,44,26,5,salaried,own,0
34,7333.400778877599,36178.70185606499,23,5,4,self-employed,rent,0
27,9356.066834953575,14896.788247439676,45,25,3,salaried,own,0
23,47040.30444195667,16987.82542687838,18,1,0,salaried,own,0
43,51413.947482562624,2017.1435740742463,22,12,5,unemployed,rent,0
63,20882.658449738603,38283.41290590398,42,28,1,salaried,own,0
65,44144.06360034273,3094.2406970356174,40,12,1,self-employed,own,0
38,13205.466041686726,43367.96537553454,24,18,1,self-employed,rent,1
58,14805.988011033152,6814.370109252401,42,17,5,retired,own,0
55,12693.684167079426,9421.94909466029,13,27,5,salaried,own,0
35,14400.81710210044,24349.797070779627,50,18,1,salaried,own,0
45,31613.76812240231,37156.14034326837,26,0,5,salaried,rent,0
57,14311.57334101914,7811.108054754806,22,7,0,salaried,rent,0
48,67499.23341382659,22563.482678258424,45,21,0,salaried,rent,0
30,27723.488777919552,24659.712446095135,50,15,4,salaried,own,0
59,37883.21902566039,11401.996441760975,15,28,3,salaried,own,0
37,28140.646122406517,6662.360457350955,22,1,0,salaried,own,0
59,40422.21646204384,41984.62522629634,40,7,4,self-employed,own,0
42,14271.217136776891,25620.81683837551,13,5,2,self-employed,mortgage,0
46,45409.05298467837,1704.6805632234957,27,15,3,self-employed,own,0
64,23634.657284783487,40346.08376414609,50,22,0,retired,own,0
45,40321.215776770674,49058.896465314654,24,10,2,salaried,own,0
37,10723.769157189341,30690.383575298118,48,16,4,retired,rent,0
33,24107.82132907177,25681.710967119467,28,22,0,unemployed,rent,0
40,23685.524463542737,44042.37728920312,32,18,0,salaried,rent,0
45,16161.413018405763,47673.322694545335,55,10,5,salaried,mortgage,0
24,25759.516609257123,37972.30887922057,30,27,2,salaried,own,0
30,47562.666915974194,22827.193556980106,18,7,0,salaried,own,0
23,15551.677980794842,30018.848567240584,49,21,1,salaried,own,0
61,35629.42705648381,35345.832885881966,19,3,5,salaried,rent,0
65,12535.106063274821,10519.40497908827,24,10,5,self-employed,rent,0
38,63241.89760777184,22912.850578605463,48,7,0,salaried,rent,0
56,32607.583376633575,41661.24197114696,13,8,5,salaried,rent,0
42,52185.43260892704,33081.542076423706,52,25,3,unemployed,rent,0
54,30823.425854124478,21148.99929338085,22,1,2,salaried,mortgage,0
28,26777.214211316495,33504.76416671938,35,15,3,retired,rent,0
60,32743.720107799923,6792.898191550534,17,5,4,salaried,rent,0
64,20573.852827131883,20673.38291767894,37,20,3,retired,own,0
39,9809.269129855838,39863.298360189765,18,20,1,salaried,rent,0
62,27548.398252436175,11804.930569695753,50,25,5,salaried,mortgage,0
61,15096.954786551341,10112.113870313467,30,26,5,salaried,own,0
57,12697.609702238018,47590.11433590514,17,18,1,self-employed,rent,0
26,30277.0895253891,11284.983849725304,54,27,5,unemployed,rent,1
46,19157.42719599825,13785.010402858235,40,7,3,salaried,own,0
54,36822.05271756832,48511.18100631256,54,13,4,retired,rent,0
65,14846.651277766385,37000.71994298626,50,23,0,salaried,own,0
26,17406.265589625724,35280.23011815288,13,15,1,self-employed,mortgage,0
57,39149.69900545499,42793.39280887449,30,11,3,unemployed,mortgage,1
53,25334.4733564109,6675.331029602919,15,4,3,salaried,own,0
42,10523.182710394953,35591.855592420354,17,23,3,salaried,own,0
41,25056.296730933,25680.741857083707,48,25,0,retired,rent,0
26,46194.65022154075,41628.38137392286,39,23,2,retired,own,0
26,17338.960105513994,25898.94421459452,41,18,5,retired,own,1
24,29703.757983770694,31391.826359176695,18,17,5,retired,rent,0
50,14404.652770268773,24409.36419357726,20,8,4,salaried,own,0
31,20570.39864775344,24429.787254236362,36,1,2,unemployed,own,0
50,37983.90393158967,38630.52892502974,44,24,5,salaried,mortgage,0
51,24578.216804303902,31799.753631716878,12,19,4,retired,mortgage,0
44,41966.834533395806,32029.89687886111,17,11,4,salaried,rent,0
29,27245.705793502235,23063.841707744763,29,28,3,salaried,mortgage,0
23,66794.08706396878,27024.36532053885,21,1,1,salaried,own,0
51,10072.289470077405,37540.165644034576,39,9,3,salaried,own,0
60,19759.76986981304,41471.105036484,22,0,0,salaried,own,1
57,12806.819780240674,35131.50870505826,44,3,5,unemployed,rent,0
56,13251.62430252629,46279.57645343847,12,24,4,unemployed,mortgage,0
44,13311.826812485675,41195.88031921285,24,11,1,salaried,rent,0
51,23953.33666347472,28531.325700666403,48,8,5,self-employed,mortgage,0
26,24665.24551029532,33898.897559543104,31,3,4,self-employed,rent,1
22,27275.058690306847,46389.10556913861,12,8,4,salaried,own,0
40,12562.478080043174,31339.23416790986,14,27,3,salaried,own,0
48,18730.108541839276,41415.5404510117,29,5,1,unemployed,own,0
31,13600.375479391518,34751.71467590937,52,0,1,self-employed,own,0
24,35169.72049343826,28044.88169196286,25,9,5,salaried,rent,0
35,14255.04595196094,12850.071575352304,42,28,4,self-employed,own,0
26,19794.19365644542,21873.878453952977,38,13,1,salaried,rent,0
50,29148.33933924227,48419.39841685207,28,21,1,salaried,rent,1
58,16190.592825181104,33230.5037803574,57,24,5,salaried,own,0
22,31161.51823026152,28655.37363661049,40,28,3,salaried,own,0
35,48924.807994326664,46714.87465088314,47,17,2,self-employed,own,0
31,24218.10721449673,29739.077270834987,48,5,0,retired,own,0
28,34572.20993605385,26778.043402452746,37,17,2,salaried,mortgage,0
46,7811.009997473323,38206.23190236006,28,19,1,salaried,own,0
65,17773.68082230888,35920.615330340675,33,15,4,self-employed,rent,0
64,24159.9216351313,10464.840412013204,36,14,0,unemployed,mortgage,0
25,13010.571012236356,24094.105454131935,13,15,0,self-employed,mortgage,0
26,24436.291619311924,24153.256698159676,33,7,4,unemployed,mortgage,0
46,37420.36216005244,19533.001246923894,16,12,0,salaried,own,0
24,8606.041073063008,26347.380625460402,15,22,4,self-employed,own,0
39,12154.607160976391,21242.262488630065,47,10,0,salaried,own,0
40,24158.864104036747,10767.928984087974,17,27,5,salaried,own,0
53,27728.328655405578,21205.95787645937,32,28,5,salaried,mortgage,0
40,31857.88469337116,4541.570431085653,24,24,2,salaried,rent,0
32,23282.207923988746,29213.507275946165,48,6,0,retired,own,0
21,27743.481828143333,42829.072898114486,36,16,3,unemployed,own,0
46,34604.546504251935,36539.06713337321,37,17,4,salaried,own,0
34,17903.848148998255,18659.30796265145,50,21,0,salaried,rent,0
58,16247.70516218687,5266.489073288101,31,22,5,salaried,rent,0
57,20246.691663235717,10905.320562038267,44,18,5,salaried,mortgage,0
31,24336.777709208534,27729.02668424695,25,24,4,self-employed,mortgage,0
56,15849.025240613151,11145.79708576861,47,12,3,retired,own,0
33,18090.122349850364,27654.682452963407,28,14,0,retired,own,0
63,26872.288982007805,12348.352213431048,32,22,0,self-employed,own,0
23,23834.166334827525,42597.269604327565,57,29,3,unemployed,own,0
53,20077.025665219306,20466.302169182527,27,21,3,salaried,mortgage,0
26,9223.089479517112,13031.980671280062,57,28,3,salaried,rent,0
30,21987.8653242462,40803.98283210602,27,21,5,salaried,rent,0
25,13561.60634156232,17799.109275467086,31,0,4,salaried,own,0
43,36009.6181505452,6462.896704100315,40,28,3,self-employed,own,0
30,18875.86542431082,28950.06507877844,39,15,4,salaried,own,0
64,13384.919903520078,29496.646017461448,19,4,2,salaried,rent,0
22,21358.99759841919,36020.088086550975,35,25,0,salaried,rent,0
33,41578.97012331004,12770.752227210893,14,2,0,retired,own,0
60,30194.28432146773,22744.795615520008,36,22,1,salaried,rent,0
22,24586.642221154398,14836.028033090155,30,9,2,self-employed,mortgage,0
40,11349.766732282827,4966.733069668719,44,18,3,self-employed,own,0
21,49553.09747350581,43954.07752377869,13,4,3,salaried,rent,0
57,16142.105941871216,36714.62041992872,26,6,5,salaried,own,0
29,35132.85306447217,15771.689913481234,33,13,2,unemployed,rent,0
37,18719.45358601424,30369.27665072733,21,2,3,salaried,rent,0
29,33481.687824189845,10861.92561858915,29,12,1,retired,mortgage,0
31,42337.86202153429,44621.59446799277,33,12,4,salaried,own,0
35,30456.92395438037,6630.410824733604,57,9,0,salaried,own,0
44,32142.27689716073,1188.020129882244,38,1,2,unemployed,own,0
58,20968.58211999672,25598.401689219925,24,5,0,unemployed,own,0
55,17730.062585154847,29573.263349190594,44,7,4,retired,rent,0
50,23603.47780777714,29369.300694494414,16,3,2,self-employed,mortgage,0
51,18583.748609709422,3671.0844444534882,37,24,4,retired,own,0
25,75629.51192761803,16388.14653900319,24,11,3,unemployed,own,0
64,13410.87007544879,25460.74839522526,38,27,3,unemployed,own,0
34,36353.38526349859,11612.380095734803,25,14,3,salaried,own,0
31,28526.775523687535,43758.668388808925,35,7,4,salaried,own,0
29,24709.328022647034,5268.355183610268,14,6,4,retired,own,0
54,46163.42283434913,24881.837641930102,58,13,4,salaried,rent,0
32,25570.34923783764,34879.38681814445,41,22,0,salaried,own,0
55,16035.27946043985,13825.80390658964,46,18,4,salaried,rent,0
55,25485.506286281434,31587.79611287839,59,13,3,salaried,rent,1
21,20098.709048612756,41639.87235697635,25,21,1,salaried,own,0
60,28329.02947569237,10326.51177965733,23,12,4,salaried,rent,0
42,33075.12657269714,45943.80899941828,39,28,1,unemployed,rent,0
49,14334.951985005006,28124.36810045554,55,20,3,salaried,rent,0
28,40041.35439881942,15662.368210751967,40,0,4,salaried,own,0
31,19390.72382920068,22112.055493731266,54,26,0,salaried,own,0
61,27496.30638444978,16297.40230553301,28,18,0,salaried,mortgage,0
57,29986.875607147358,36530.44683673249,51,28,1,salaried,rent,0
34,26468.069086423468,40018.732507341476,32,27,5,self-employed,own,0
50,20857.017496466608,41813.93222361439,34,0,0,salaried,own,0
55,17252.30797227117,49302.64422970132,31,3,0,retired,own,0
41,19254.55136563901,39772.93033233749,22,9,0,salaried,own,0
57,48174.54103808792,30467.819463739605,45,2,3,salaried,rent,0
25,14286.449526356104,17621.794621197405,21,26,0,salaried,own,0
39,15373.1587747922,27685.17698682672,21,19,2,salaried,own,0
34,15039.353157411791,3012.3404667298655,54,8,4,self-employed,rent,0
46,23573.463725236055,37496.42870096574,17,2,0,unemployed,own,0
24,10276.831534435581,22851.821709512988,47,27,5,self-employed,rent,0
45,11194.972492798719,1981.1382568771933,35,5,5,salaried,rent,0
65,19332.107303634726,4062.8401340101295,23,5,0,salaried,own,0
62,11569.322679204084,19985.856727266077,54,22,0,salaried,rent,0
45,12050.535109480636,29587.65443190332,34,24,2,retired,rent,0
38,11612.829941318272,23745.993498654207,38,11,0,salaried,own,0
60,14424.654583908417,31341.01154731559,56,22,0,self-employed,own,0
28,31749.21416593122,24534.418680776434,48,29,4,salaried,rent,0
59,35520.09877963886,33423.48842858599,17,0,5,salaried,mortgage,0
60,57497.712685367194,11737.177168869242,12,15,2,salaried,rent,0
34,56453.97194360632,6529.316171997449,17,23,5,salaried,own,0
52,32635.51380527166,30225.26377665734,33,4,2,self-employed,rent,1
58,36821.56056089724,24749.786329879065,52,8,5,salaried,own,0
53,23518.698047167123,2316.51504820183,35,9,0,self-employed,rent,0
43,28564.85588558442,19643.612389158756,36,12,5,salaried,rent,0
35,58209.36457296828,6200.153689058779,26,14,5,retired,rent,0
53,26518.726798166528,27036.484755882066,37,11,2,salaried,mortgage,0
45,39207.34141633554,20393.106303361106,19,4,1,unemployed,rent,0
37,13805.525584943098,31044.44364404788,35,4,2,unemployed,rent,0
53,15786.029797721789,40474.50871974168,59,27,2,retired,own,0
22,25746.006299478075,15683.76550823305,49,27,2,salaried,mortgage,0
34,23741.167250141978,48143.00310408635,17,29,3,self-employed,mortgage,0
60,16155.775911601886,27246.09052879115,46,17,3,salaried,own,0
60,73400.70298181071,31296.24913898461,53,11,3,salaried,own,1
59,24011.713480577273,34352.94628806112,12,26,2,salaried,own,0
26,17652.584352975824,33669.8449630219,57,2,1,salaried,rent,0
26,23761.203241706648,26037.56640920804,47,25,2,retired,rent,0
23,22308.28362117245,22009.450264619492,23,24,0,salaried,own,0
27,24194.999872205044,3635.3162446915176,49,6,1,salaried,mortgage,0
28,9928.269702151996,2082.2064197578075,22,16,3,self-employed,own,0
62,42023.04126067679,18540.09853210547,23,18,5,salaried,rent,0
35,43235.3925247826,17349.38364105094,53,27,5,self-employed,own,0
49,45943.16582414746,19997.06258711133,50,17,4,salaried,own,0
53,25918.593328717434,7780.0418435213105,18,0,1,salaried,own,0
50,30676.142987228013,37170.24525630534,22,24,3,salaried,own,0
59,14283.874548207514,42991.25632403571,47,23,1,retired,rent,0
47,33404.625730442865,46997.01713332772,42,4,1,self-employed,rent,0
56,24981.575532473387,25125.752872461668,44,26,5,retired,own,0
49,17497.209537203824,35342.419257146,24,27,2,salaried,own,0
58,33940.77407950017,42922.00504835775,29,1,0,salaried,own,0
53,34603.99850321388,21496.26444358081,52,0,4,salaried,rent,0
57,22704.18205133813,16161.226948651774,35,6,3,salaried,rent,0
47,27424.479064899773,46899.503236821016,20,28,1,salaried,own,0
53,13149.532610325503,26268.151002776583,42,10,4,self-employed,rent,0
24,41010.84072268374,25365.440442953022,52,10,1,salaried,own,0
42,14053.031350616973,9742.388731611292,21,17,5,salaried,mortgage,0
22,15479.737288311706,6299.59571409448,13,16,0,unemployed,mortgage,0
30,22723.566181126243,42263.23626169207,49,1,5,self-employed,rent,1
25,38455.54362749063,31092.525633188387,26,6,4,salaried,mortgage,0
30,38444.630512322394,16965.404616952987,14,6,3,salaried,mortgage,0
53,21973.39514731164,10395.074652123058,54,9,1,salaried,mortgage,0
58,32419.218228269172,28219.36672831194,42,21,0,salaried,rent,0
33,9466.085808442265,29612.045173795632,17,20,5,self-employed,own,0
51,15372.569593119095,11142.68646100785,14,2,4,salaried,own,0
56,15529.935770001319,42718.881646682225,22,29,5,unemployed,own,0
65,41196.41244134775,5128.953941636703,26,11,1,self-employed,rent,0
44,30556.328075200585,18448.561173154663,56,2,1,self-employed,own,0
35,24156.925495070922,34338.83627436358,39,10,3,salaried,own,0
49,25358.45621548966,14431.897827140834,21,28,0,salaried,own,0
28,48250.89414099735,41556.08454428232,49,11,2,self-employed,own,0
25,20229.762027512876,37253.52350341977,58,24,5,salaried,rent,0
49,11418.228467431523,39662.119382858575,18,3,1,salaried,mortgage,0
24,37933.79157802808,6836.220257959098,26,24,4,salaried,rent,0
32,24122.96375247628,7886.8092717816035,29,15,5,salaried,rent,0
65,35483.952786525966,15037.213149484598,29,19,3,self-employed,rent,0
22,21538.936932379496,26385.781094680493,52,17,3,salaried,own,0
47,14481.905290915782,37652.787758270715,35,3,1,salaried,own,0
51,26941.16950633225,41990.01364728427,13,21,1,salaried,mortgage,0
56,22138.81175834032,35512.43048190184,51,5,1,salaried,own,0
56,24160.422547320075,46501.24719500128,31,20,2,unemployed,own,0
46,49428.63776542439,37198.43197118058,45,14,1,unemployed,rent,0
63,12716.412504536407,16007.12646322612,54,0,5,salaried,own,0
47,25411.556509873964,13988.982932590057,37,2,5,salaried,own,1
25,14625.204500181077,35113.430064753404,18,4,0,salaried,own,0
40,6031.355236295168,10450.6578657911,49,21,4,self-employed,own,0
31,21493.74852355809,5543.025729703225,41,29,1,salaried,own,0
30,22370.792225559708,27078.9208679535,53,16,5,self-employed,own,0
60,30084.370141646028,41260.43691916881,16,29,5,salaried,rent,0
58,19756.33791045248,5967.612281023313,22,13,5,self-employed,mortgage,0
26,10461.94662832117,39802.67486599073,12,8,2,salaried,own,0
28,14600.108094071791,40767.02821322586,45,29,4,self-employed,mortgage,0
43,42551.88434046805,24631.42600399563,12,2,3,salaried,own,0
46,14496.840894903291,3808.2051905138537,30,25,5,self-employed,own,0
63,48611.371541104985,9554.902711112134,13,12,1,salaried,own,0
32,37234.541570750196,35663.88748293468,32,2,5,salaried,rent,0
46,18790.556294160127,35877.11930455652,31,10,4,self-employed,own,0
33,15297.740526196028,45019.4084832156,34,1,3,salaried,rent,0
60,37195.999143272034,29551.62118117456,32,23,2,self-employed,rent,0
38,19526.823773773453,7081.261017975093,35,14,0,self-employed,rent,0
45,10169.770578650168,6949.330369743635,15,12,1,salaried,rent,0
53,29177.650761264922,36335.48551048436,23,18,0,salaried,mortgage,1
60,27136.41207244613,10005.448590287157,33,21,2,salaried,own,0
63,38904.02914975756,17090.889481213664,31,15,4,salaried,own,0
32,26233.631186789382,24873.38833917378,29,17,4,salaried,rent,0
64,16737.82674392249,2213.479001231409,12,6,2,self-employed,rent,0
56,41557.75476452366,13192.13232397666,41,12,5,salaried,own,0
24,43629.77967873195,20986.590816856722,44,3,2,salaried,own,0
25,24750.54980250186,14702.179606167107,35,8,1,salaried,own,0
57,22700.92513004289,7682.146045910726,25,29,3,salaried,own,0
28,11365.804126754061,36672.60063201367,47,9,0,salaried,own,0
62,16256.316644743561,40844.23510323126,16,8,0,self-employed,mortgage,0
48,32221.358560734618,13616.469831042517,22,6,4,self-employed,rent,0
51,16669.897881123186,38946.55523570886,35,14,5,salaried,own,0
29,10631.547776543612,19892.12465566438,42,27,4,retired,rent,0
49,126492.57563564664,25827.603751846138,24,7,1,salaried,mortgage,0
34,10596.69056800425,42944.05266976449,27,18,2,retired,own,0
60,68075.7066681252,37747.730408317984,35,10,0,self-employed,own,0
61,18888.117085857022,40450.725714492706,24,4,1,self-employed,rent,0
42,21114.567844985442,7705.413162731484,35,1,4,salaried,rent,0
31,15738.431460213982,4416.251865852744,37,9,4,salaried,own,0
43,32578.84995323492,44776.831725311364,13,15,0,salaried,mortgage,0
21,10722.642364155769,20003.879208983624,27,22,4,self-employed,own,0
57,8776.522011371231,15106.104225414361,49,12,5,salaried,own,0
41,49270.744433508175,36510.1164588294,57,7,4,self-employed,own,0
46,14735.484869410571,41984.364232412976,12,8,3,salaried,own,0
56,31985.695293828143,43261.991473016744,22,10,2,unemployed,rent,0
43,12800.915381775396,16483.85991513614,46,10,4,salaried,mortgage,0
21,31388.92872815894,42758.407168882026,54,22,3,salaried,own,0
60,51111.93187322076,3005.763274342924,40,25,1,salaried,mortgage,0
35,16923.175744310487,3433.413081526225,48,15,4,salaried,mortgage,0
41,8377.28744035182,31552.440563533568,28,9,5,salaried,own,0
29,51246.21069737565,4092.2120866617656,50,28,1,self-employed,rent,0
29,35000.65871637991,16905.849256997913,53,23,4,salaried,own,0
30,17382.415714915773,33965.04332609928,39,11,0,salaried,rent,0
46,19752.275391032534,17526.07790665709,40,24,3,unemployed,own,0
61,12640.660257207111,9800.3892905647,54,5,3,salaried,rent,0
55,44807.39475246913,14786.18047083824,14,27,0,retired,own,0
45,16859.038409547316,23421.191280271156,21,11,2,retired,mortgage,0
46,10836.179099118635,24293.906912418635,53,9,5,salaried,mortgage,0
31,24509.66824062253,39367.011336012896,25,17,3,salaried,own,0
58,14328.320599323552,37757.50824214411,23,17,1,salaried,own,0
22,13160.730494882713,23384.072423250625,58,3,5,self-employed,own,0
27,17764.376275828836,42437.7001058398,53,8,3,salaried,rent,1
38,22998.34780463988,6597.619790978396,41,6,2,self-employed,own,0
47,11041.819566345568,13512.314161216173,43,17,1,self-employed,rent,0
54,44027.70890820594,41570.84671161033,43,7,5,salaried,own,0
47,30902.113420514972,19521.7078926815,53,10,1,unemployed,own,0
37,18348.78253864139,49077.896380898266,43,6,0,self-employed,own,0
63,14021.235164012012,23846.410794863936,37,8,4,salaried,own,0
64,21065.402326984953,39804.84552522444,12,7,0,unemployed,rent,0
44,34534.61800546276,20713.045027736225,53,2,5,self-employed,mortgage,0
45,31961.649617050392,21822.72243405909,13,16,4,salaried,own,0
27,37393.49920422231,19761.27421692499,28,1,0,salaried,rent,0
26,17323.36166004608,36234.705405029774,41,14,4,salaried,own,0
44,5102.7628657201685,27828.37631893973,50,13,3,salaried,rent,0
53,41105.844772822085,47245.12745705008,18,28,1,retired,own,0
49,20259.96253242953,13293.625510171134,38,17,4,salaried,rent,0
63,30732.715964008687,5927.573872088773,20,15,3,self-employed,mortgage,0
42,50747.334701108724,20269.812769861546,33,19,2,salaried,own,0
46,74399.48632911892,31218.922674692025,45,21,0,salaried,rent,0
48,15916.14466727363,43179.14790885925,57,3,2,retired,own,0
41,23552.328130026715,17963.647447336054,12,24,5,unemployed,own,0
27,43626.420924202685,33035.55080509862,20,19,3,salaried,own,0
37,14441.488527248028,18159.735370137732,31,5,2,salaried,own,0
40,16464.20983552681,31243.759566728448,30,5,2,salaried,own,0
61,16415.49050123264,44355.589404501894,47,25,3,salaried,own,0
40,21719.26303657204,12336.524470711041,51,10,1,salaried,own,0
42,19730.83974321069,20807.84046324492,56,25,4,salaried,own,0
48,16368.308550845479,49669.99462505758,15,16,5,retired,rent,0
60,13590.431965717338,43559.294384223576,20,23,5,salaried,mortgage,0
27,33056.3898078492,28667.353036913897,52,27,0,unemployed,own,0
21,42998.28501391709,26314.75200085949,33,2,4,self-employed,own,0
52,46228.76013283164,14945.418732929369,29,12,0,salaried,own,0
33,17317.333604059375,26343.26195698294,23,21,5,unemployed,mortgage,0
50,33754.27436484047,42560.89341571741,53,2,4,salaried,rent,0
43,24789.190033068364,34573.551150611245,54,15,2,unemployed,own,0
39,16558.65700126853,15212.157380721343,50,14,1,salaried,own,0
52,31796.423991711064,10871.732131623114,20,10,2,salaried,own,0
50,16182.690672361443,13995.218312844627,17,17,1,unemployed,own,0
49,18249.841948357367,9318.2008682485,30,14,3,salaried,mortgage,0
65,11066.027944895855,5686.394105162081,59,4,0,unemployed,mortgage,1
49,17463.86994701246,21537.672547660695,58,15,0,retired,own,0
50,25007.488637793846,6551.680615515117,18,29,3,salaried,rent,0
36,48265.25621813698,9423.715328628114,27,15,4,salaried,own,0
60,18457.983702952333,27818.909532634818,16,16,3,salaried,own,0
39,13107.179682958022,9065.364411279163,27,8,5,self-employed,mortgage,0
38,46568.7263041973,4130.108604114239,12,26,3,self-employed,rent,0
21,17115.22644139602,16552.053651366376,48,22,1,salaried,own,0
34,9189.429838656246,11795.635832476408,50,2,5,salaried,own,0
22,23542.13015456604,26249.95421172446,30,19,3,self-employed,mortgage,0
48,18724.971069429066,6015.987144577256,48,12,0,salaried,rent,0
50,69577.5906697729,37836.768596465925,28,21,2,unemployed,own,0
58,27936.32290107968,45405.4424523218,37,2,1,self-employed,own,0
24,20472.31619929818,37428.32352385353,33,27,1,retired,own,0
21,13873.716021923861,27108.524832668318,19,6,4,salaried,mortgage,0
28,25980.029367078365,43172.72326765537,44,28,2,salaried,rent,0
49,45631.565186467786,35051.00060929387,13,5,1,salaried,own,0
59,25742.718560100147,1517.0050000593028,41,8,3,salaried,rent,0
23,14418.756229174778,20310.417485950653,58,11,1,retired,rent,0
52,28836.6695898301,42696.643070933205,31,14,1,salaried,own,0
30,21497.599410657782,17947.084040788195,29,20,1,self-employed,own,0
30,27565.121855081314,2725.543502750652,54,19,4,salaried,rent,0
39,18445.88012190565,37562.80228906134,21,2,1,salaried,rent,0
54,18230.5194748368,40299.87524386056,35,9,1,salaried,rent,0
53,17874.137261099753,8869.09105712212,15,0,4,self-employed,mortgage,0
43,35281.6781552651,27329.68434531588,48,18,5,salaried,own,0
48,18322.54160273919,10405.816510790562,15,18,2,salaried,own,0
52,17503.12358075374,36242.48653316319,24,22,5,retired,mortgage,0
27,13752.378214851966,14305.972303696797,36,22,0,salaried,own,0
49,27639.65790119524,16494.541005603172,24,12,4,salaried,rent,0
28,25741.272100058024,42403.57182836497,29,11,4,salaried,rent,0
21,17599.326051342094,24339.79525813831,35,0,1,salaried,rent,0
23,15449.171344403632,33817.96810969414,13,18,1,retired,own,0
44,56279.5607580117,20716.279485400915,59,28,0,salaried,rent,0
43,8602.244808609215,15602.336002494016,44,23,1,salaried,mortgage,0
28,28186.15000204645,31648.424960808406,30,15,3,salaried,rent,0
57,42011.63043741001,8588.021129862242,20,24,1,self-employed,own,0
23,4050.4899142080344,19276.991942776287,39,22,1,salaried,own,0
53,32763.488866013722,11242.814831910191,46,22,3,self-employed,own,0
48,19729.548192815535,35093.95338009653,50,27,0,salaried,own,0
28,25034.9325902886,47266.233078959274,21,14,3,salaried,own,0
54,18739.352768055327,49780.037432777455,12,15,4,unemployed,mortgage,1
55,37710.60836414592,23063.563711637948,53,10,3,salaried,rent,0
52,26411.628637245147,13373.989092185779,32,23,2,unemployed,rent,0
44,23525.964081630973,22698.639148831884,20,5,4,salaried,rent,0
34,14052.698164756186,42516.20108817347,58,10,1,unemployed,own,0
52,56452.006682968626,11094.278249049954,26,2,4,salaried,mortgage,0
63,22136.11042349504,47652.686930993266,46,14,0,self-employed,own,0
36,69210.15633825252,17751.422671109398,16,0,0,salaried,own,0
24,57744.57546262518,49304.37931306494,52,6,3,salaried,own,0
57,9052.7559605894,42091.83548916415,33,0,4,salaried,mortgage,0
41,15875.415864371425,40619.95617322213,52,16,1,salaried,mortgage,0
34,13115.165311833898,16577.329014890893,34,8,0,salaried,own,0
51,21501.90810519164,1430.0833854485438,18,28,5,salaried,mortgage,0
38,24187.27651992336,19724.512532473404,34,25,1,salaried,own,0
27,24709.998392961974,15788.65911347199,55,22,5,self-employed,own,0
30,37311.77867704085,2832.452530031067,36,12,2,self-employed,mortgage,0
27,46480.65040516986,25762.897568790555,38,10,5,self-employed,mortgage,0
53,35729.925810371635,20748.534252854093,52,28,0,salaried,rent,0
43,16639.462179146736,32093.266919334714,17,19,3,salaried,rent,0
41,14898.08659800613,31438.129787510075,45,5,2,salaried,mortgage,0
39,22056.903547803642,6916.585158937325,20,0,4,unemployed,rent,0
39,27256.83960298126,48871.3117602045,44,6,1,salaried,mortgage,0
56,20098.577635523612,10159.6400426309,17,11,0,salaried,rent,0
49,11240.263675803264,22818.427213470524,48,21,2,self-employed,mortgage,0
38,30977.913267319,24917.75962825301,42,19,2,salaried,mortgage,0
22,18103.1749890981,40840.07706349189,45,22,0,unemployed,own,0
21,17831.88868806884,5862.250208637692,52,18,4,unemployed,mortgage,0
25,21433.14132181961,22003.569681218058,40,16,4,salaried,own,0
40,19536.710050961254,31796.60634157399,25,3,3,salaried,own,0
31,18338.344457517243,11542.625459578721,47,2,5,salaried,rent,0
62,11613.660883135803,31745.927039537568,47,0,4,self-employed,own,0
22,20824.308610838383,46259.57703993298,26,17,3,salaried,rent,0
23,31303.240325723862,49878.388427461075,19,26,5,self-employed,mortgage,0
43,25142.678065900283,2590.1027627431104,37,20,2,salaried,own,0
32,35385.617085826576,12543.823183989198,47,14,0,salaried,own,0
40,15301.82664536152,16205.048673793175,59,7,4,salaried,mortgage,0
25,11625.668805319916,20557.178921803337,32,0,3,self-employed,own,0
57,19478.664366756475,12870.600721653602,39,19,2,salaried,own,0
58,16201.865853426485,10970.911733210314,15,13,4,unemployed,own,0
50,17065.813116370155,47773.138278457496,27,3,1,salaried,rent,0
29,24486.442084193288,46007.55853575537,33,4,2,salaried,rent,0
54,17127.827011125,3302.632549152756,23,22,4,unemployed,mortgage,0
64,11789.513812417703,17601.83805863756,27,12,2,unemployed,own,0
55,16655.614338186977,20852.279130241925,51,27,0,salaried,mortgage,0
42,26108.851752808143,12711.712198631225,49,23,0,salaried,rent,0
64,30814.48961868244,31814.7719524206,53,14,0,self-employed,own,0
44,30659.915366739315,32378.656585567813,48,5,5,salaried,rent,0
37,27234.410567612264,42674.70718810126,40,0,1,salaried,rent,1
